id,name,lat_city,lon_city,avg_temp,avg_hum,avg_prec,mode_weather,hotel_name,url,score,description,lat_hotel,lon_hotel
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.8," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Relais Saint Michel ! Connectez-vous pour économiser. Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. Les chambres de cet hôtel (à l'exception de la chambre lits jumeaux Saint-Michel avec vue intérieure) possèdent toutes une terrasse privée et certaines vous offrent une vue panoramique sur le Mont-Saint-Michel. Insonorisées, confortables et spacieuses, les chambres sont dotées d'équipements modernes, dont un minibar et une connexion Wi-Fi gratuite. Leurs salles de bains sont privatives. Le restaurant de l'hôtel vous servira une cuisine traditionnelle. Lors de votre séjour, vous pourrez prendre un verre ou un repas sur la terrasse qui offre une vue sur le Mont-Saint-Michel. Un service de navette gratuit s'arrête en face de l'établissement et relie le célèbre Mont-Saint-Michel en seulement 10 minutes. Des gilets de sécurité vous seront proposés si vous souhaitez faire une promenade la nuit. Par ailleurs, si vous arrivez en voiture, vous pourrez profiter d'un espace de stationnement surveillé moyennant des frais supplémentaires.  ",48.61758727,-1.51039615
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Les Terrasses Poulard,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.3," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Terrasses Poulard ! Connectez-vous pour économiser. Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue. Décorées dans un style moderne, les chambres sont accessibles par des escaliers. Certaines présentent de grandes fenêtres donnant sur la baie. Toutes sont dotées d'une télévision et d'une salle de bains privative. Le petit-déjeuner est servi au restaurant de l'Auberge de la Mère Poulard, à 2 minutes à pied. Spécialisé dans la cuisine française et régionale, le restaurant est aussi ouvert pour le déjeuner et le dîner. Vous pourrez également prendre vos repas, des boissons et des collations au restaurant La Confiance sur place. L'établissement Les Terrasses Poulard comporte un bar, ainsi qu'une réception ouverte 24h/24 avec une bagagerie. La région constitue un cadre idéal pour diverses activités telles que la pêche, le vélo et la randonnée à pied.  ",48.63534943,-1.51037872
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Hotel De La Digue,https://www.booking.com/hotel/fr/de-la-digue.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.1," L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. La connexion Wi-Fi est gratuite dans l'ensemble des locaux. Le restaurant sur place sert une cuisine française classique et offre une vue panoramique sur le Mont-Saint-Michel. Spacieuses et joliment décorées, les chambres sont dotées d'une télévision. Certaines chambres doubles donnent sur la rivière Couesnon. Vous pourrez prendre un verre au bar de l'hôtel ou sur la terrasse.  ",48.61688155,-1.51091784
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.2," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Mouton Blanc ! Connectez-vous pour économiser. Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante. Les chambres sont réparties dans 3 bâtiments dont un offre des vues sur le Mont-Saint-Michel et un autre comporte des chambres de style médiéval. Le restaurant du Mouton Blanc vous servira une cuisine locale traditionnelle dans la salle à manger ou sur la terrasse. Vous dégusterez aussi un petit-déjeuner chaque matin. Enfin lors de votre séjour au Mouton Blanc Hotel, vous pourrez bénéficier de services personnalisés sur demande pour des visites, des loisirs et d'autres activités.  ",48.63602298,-1.50989592
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,La Mère Poulard,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.2," Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Mère Poulard ! Connectez-vous pour économiser. Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. Décorées dans un style classique, ses chambres donnent sur la baie, l'abbaye ou la cité médiévale. Toutes les chambres de l'hôtel La Mère Poulard sont équipées d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Leur salle de bains privative comporte une baignoire. Au prestigieux restaurant de l'hôtel La Mère Poulard, vous pourrez savourer des plats traditionnels dont sa fameuse omelette connue dans le monde entier. Vous pourrez tranquillement prendre un verre au piano-bar qui surplombe la baie du Mont-Saint-Michel. L'hôtel possède un magasin spécialisé dans les produits gastronomiques régionaux. La réception est ouverte 24h/24. Vous pourrez choisir parmi de nombreuses activités dont les randonnées pédestres, les balades à vélo ou bien la visite du Mont-Saint-Michel. Avranches se trouve à 23 minutes de route et Saint-Malo à 45 minutes de La Mère Poulard.  ",48.63508532,-1.51053965
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?sid=88174aabb66e33c1079bbd70321c580f,8.2," Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de nombreuses places de parking gratuites. Les chambres du Mercure Mont Saint Michel sont dotées de la climatisation, d'un plateau/bouilloire et d'une télévision par satellite/câble à écran plat. Le restaurant Le Pré Salé, célèbre dans la région, prépare de délicieux fruits de mer ainsi que des spécialités régionales. Le bar Le Normandy sert des boissons dans un cadre convivial et décontracté. Le Mercure Mont Saint Michel vous accueille à 6,5 km de Pontorson et à 52 km de Saint-Malo.  ",48.61424653,-1.51054502
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Hôtel Vert,https://www.booking.com/hotel/fr/vert.fr.html?sid=88174aabb66e33c1079bbd70321c580f,8.1," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Vert ! Connectez-vous pour économiser. Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une connexion Wi-Fi gratuite. Vous pourrez savourer une cuisine régionale au restaurant La Rôtisserie. Le bar L'Équinoxe s'ouvre sur une terrasse privée. Le Vert Hotel possède également une réception ouverte 24h/24, un parking privé, un supermarché sur place et une boutique de souvenirs.  ",48.61470049,-1.50961697
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.4," La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye du Mont-Saint-Michel. L’établissement propose une connexion Wi-Fi gratuite, un restaurant et une terrasse avec vue sur la baie du Mont-Saint-Michel. Les chambres sont aménagées dans 2 bâtiments annexes et accessibles par de multiples escaliers. Un bâtiment comprend des chambres standard donnant sur la rue principale et l’autre bâtiment, situé en haut du village, abrite des chambres avec vue sur la mer. Tous les logements disposent d’une télévision à écran plat et d’une salle de bains privative avec une baignoire ou une douche. L’hôtel comporte un bar et un restaurant servant une cuisine française traditionnelle. Vous séjournerez à 24 km d’Avranches et à 49 km de Cancale. La ville de Dol-de-Bretagne se trouve à 30 km.  ",48.636063,-1.511457
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?sid=88174aabb66e33c1079bbd70321c580f,7.3," Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial. Cet établissement vous propose des chambres paisibles et confortables entourées de jardins fleuris. Après une journée de découverte du Mont-Saint-Michel, vous pourrez déguster une délicieuse cuisine régionale dans le cadre pittoresque d'une ancienne ferme. Le personnel serviable sera heureux de vous recommander un grand nombre de sites d'intérêt et les visites à faire dans la région.  ",48.61293783,-1.51010513
0,Mont-Saint-Michel,48.6359541,-1.5114599549595142,8.522499999999999,76.62500,0.54625,Rain,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html?sid=88174aabb66e33c1079bbd70321c580f,8.1," L'Auberge Saint-Pierre occupe une maison à colombages du XIVe siècle située au Mont-Saint-Michel, une île accessible à marée basse. Elle allie le charme d'époque des poutres apparentes à des éléments de confort moderne comme une télévision et une connexion Wi-Fi gratuite.  Les chambres de l'Auberge Saint Pierre disposent d'une salle de bains privative avec une baignoire ou une douche. Certaines offrent une vue sur la mer.  L'établissement sert un petit-déjeuner buffet tous les matins. Vous pourrez prendre vos repas au restaurant authentique présent sur place qui sert une cuisine normande traditionnelle et des plats de poisson. Installé dans la rue principale menant à l'abbaye, cet hôtel constitue un pied-à-terre idéal pour visiter le mont Saint-Michel. Certaines chambres se trouvent dans 2 bâtiments séparés accessibles par de nombreuses marches.  ",48.63568798,-1.50988251
